68.5638 72.7553 39.2298
68.768 169.104 43.2432
68.9338 45.2059 37.7691
70.2234 61.4762 40.3692
69.1744 80.0349 44.8326
70.902 103.196 37.3059
71.5133 123.283 39.2496
71.8265 132.816 36.1286
70.3594 143.203 34.9125
71.4586 217.767 49.3895
71.4146 86.7317 36.3146
73.2667 163.093 35.252
73.1803 97.0 41.0361
75.3768 116.08 37.7696
75.6021 214.979 56.1806
75.75 203.027 52.8
76.046 145.874 43.5448
76.7921 153.347 34.5149
78.1569 138.451 37.5529
80.4182 231.164 36.2727
82.2051 229.103 50.7231
83.5949 187.278 41.9468
80.4 294.6 57.96
85.5714 248.905 38.4
89.0104 180.632 46.5699
87.3909 217.1 23.3673
89.3942 226.606 26.7942
88.6747 226.687 41.7976
88.3067 237.653 46.816
88.9672 245.951 51.5705
91.3636 259.712 53.2636
92.4211 185.895 29.4
91.25 244.25 37.8
95.0 246.084 58.1139
93.9821 193.125 33.3
93.1 233.175 35.49
97.7404 245.904 29.1981
98.5408 256.51 44.8286
98.2 137.956 53.9467
98.8911 266.584 40.004
99.9341 186.505 26.3538
99.9612 259.713 68.6
99.28 175.34 23.436
102.127 159.42 70.8115
102.159 228.313 55.3313
103.494 257.892 27.9831
103.981 271.296 64.4
107.753 255.071 65.337
106.398 237.831 65.8418
109.478 154.669 67.521
108.41 180.131 63.2066
104.0 257.0 67.2
107.2 269.414 43.5
110.803 296.424 42.321
111.766 166.416 65.5445
108.885 264.5 32.1462
113.078 230.57 16.2581
109.76 243.96 18.48
110.938 269.985 56.1508
111.488 386.198 28.3934
113.317 282.839 60.4185
115.542 146.197 68.9294
112.355 439.355 29.5658
115.447 315.944 50.1015
116.069 255.552 29.4724
118.68 301.422 68.2223
115.339 365.492 28.0475
116.352 263.606 10.2338
118.615 267.5 70.3985
117.793 359.636 50.5041
115.754 369.689 56.5279
117.236 442.562 65.3596
118.143 250.286 74.6824
118.281 336.504 50.7818
119.442 218.225 15.0652
117.689 282.378 36.2133
119.007 347.993 53.3647
119.457 273.424 24.4696
119.212 287.077 51.3692
119.975 315.566 31.5344
121.787 239.199 9.71064
119.829 260.634 18.7463
120.829 285.8 22.14
122.558 313.221 69.8917
119.333 340.333 33.6
121.25 354.824 31.0676
123.019 387.684 71.2374
124.677 288.205 63.8185
125.257 266.386 53.4
125.54 405.947 63.7778
124.791 405.545 25.6964
124.67 336.907 28.9237
126.717 257.239 9.99823
126.871 270.086 16.1655
126.854 156.539 10.8539
125.786 364.929 60.3
125.985 416.0 25.4471
129.254 341.933 63.1407
127.956 392.221 28.0412
129.589 285.607 22.9583
131.412 297.671 69.5763
131.178 299.206 15.5636
128.848 388.283 59.0283
131.714 134.16 9.38824
129.25 410.188 32.2875
130.309 443.824 35.8235
132.548 146.13 10.6278
132.632 280.912 68.6206
131.754 343.667 26.3053
130.721 410.512 52.9395
133.833 328.741 23.2944
132.774 447.179 54.3623
134.551 328.132 64.8862
136.5 210.919 10.229
136.927 364.391 63.1669
139.033 267.022 27.3933
139.182 349.945 64.8709
140.31 187.06 12.1293
140.994 337.464 62.3039
144.427 269.27 71.8995
141.425 318.922 16.3333
141.303 372.015 68.7273
142.515 297.206 63.2165
144.41 251.404 66.1043
144.881 297.919 19.2381
142.481 281.556 14.3111
142.083 290.583 13.65
144.364 351.591 23.2432
145.345 274.31 12.6
144.471 280.176 67.6941
147.09 329.226 24.4421
147.26 339.0 25.5882
147.769 353.052 60.0215
146.0 292.0 12.6
147.742 363.0 22.4903
150.672 224.188 70.9406
151.304 291.435 60.9913
149.989 340.871 58.7097
153.623 266.217 48.8174
151.972 357.431 28.4083
150.0 295.5 25.2
153.627 392.068 43.2102
153.465 282.744 17.7767
154.704 298.233 67.517
153.681 322.725 24.1652
153.99 362.177 57.9688
154.257 407.527 43.7027
155.733 267.743 69.12
154.524 302.939 50.3488
153.143 382.929 18.0
155.192 289.538 27.1385
155.793 304.804 23.9674
156.965 334.382 54.6728
155.534 339.117 28.7476
155.518 352.2 53.3153
158.206 267.676 11.2824
157.57 345.74 59.85
157.488 299.884 37.4093
157.562 357.281 39.1781
159.07 338.977 39.4605
159.085 381.277 60.5872
161.671 274.957 66.6
161.791 288.983 52.2991
163.542 323.676 42.166
161.317 349.246 33.8333
162.859 272.0 19.3594
161.926 360.824 31.1294
164.686 288.657 39.1796
162.323 409.354 43.4215
165.052 255.319 29.6534
167.531 253.408 11.0571
168.239 265.207 60.4435
170.842 302.262 43.5204
171.326 282.575 54.2009
168.829 379.634 30.8341
170.083 274.083 29.75
181.217 123.967 63.2493
177.936 259.021 34.4043
181.122 282.884 37.0667
193.0 204.174 50.0348
