66.1709 51.9658 38.0154
68.0504 68.9928 40.7007
66.7983 80.2101 40.3765
67.8222 87.6222 44.9867
68.2712 173.102 43.9576
70.8312 109.093 38.9873
70.1647 93.9882 37.0588
72.0481 131.048 39.2942
70.4394 149.212 34.6818
71.9136 139.42 35.9333
73.1314 168.803 35.654
72.899 220.404 49.1273
70.0 220.5 58.8
75.7481 124.593 37.4267
76.4592 218.347 57.0
76.2874 153.644 43.4966
76.5 160.16 34.398
76.1339 206.661 53.925
78.0175 146.509 37.4316
81.3696 234.326 39.7174
87.7366 231.0 45.8613
80.8333 296.333 57.75
84.8451 193.408 42.5915
86.6944 253.889 40.2889
89.6948 187.156 48.3818
89.0545 221.927 23.7873
90.839 230.983 27.9051
87.0 230.0 50.4
89.5263 240.965 45.9053
90.3125 249.031 51.6469
91.3973 263.952 53.5932
92.76 247.64 38.304
93.2 192.6 37.8
100.727 194.955 26.2636
96.3094 247.057 59.117
95.9268 200.537 32.7805
94.8462 236.808 35.8615
96.9116 274.347 40.9714
97.1975 262.148 43.2444
98.2676 249.986 29.6366
97.7037 255.815 48.8444
104.54 258.226 66.8592
102.769 277.359 62.6231
102.51 165.078 71.0157
100.814 184.136 22.8508
101.703 261.469 28.2844
101.0 255.444 38.2667
105.57 232.078 55.2335
104.5 278.037 44.4111
103.5 256.0 58.8
104.697 270.545 33.6
109.369 309.088 42.7204
109.594 160.697 68.4735
109.951 188.06 63.8308
110.397 239.739 65.596
110.307 295.088 60.7144
112.248 173.319 66.3957
112.667 461.012 27.8963
115.37 152.203 69.2146
115.54 267.963 13.2442
113.745 275.49 71.8714
114.298 407.606 28.5519
115.604 278.132 29.7692
117.051 315.689 67.4554
115.3 330.266 50.3379
116.13 287.101 23.6174
119.686 235.769 17.6794
117.911 253.109 76.0574
117.736 299.138 23.2207
116.564 301.128 39.4154
118.0 302.557 51.36
117.041 384.959 28.1143
117.275 390.55 56.91
117.958 464.333 66.9812
119.404 330.254 33.7842
119.666 360.834 52.0601
119.431 380.621 50.9793
122.23 303.388 64.5857
121.995 326.805 69.0162
123.131 283.046 15.2815
119.667 358.333 33.6
122.102 374.797 31.678
124.674 261.744 9.01046
125.213 290.516 53.1541
124.789 407.765 70.8181
122.0 344.0 37.8
125.024 354.988 30.1906
126.537 434.621 64.0611
126.265 433.581 25.9538
126.923 242.813 9.89032
126.708 228.514 18.4917
127.214 291.75 71.4
128.19 301.827 22.1
125.385 387.385 58.8
127.919 162.837 10.793
129.607 315.837 17.6571
130.19 314.03 69.5924
128.828 360.534 63.0618
127.933 444.227 26.432
129.495 416.958 59.7726
129.013 420.346 28.4308
131.378 138.449 9.64286
129.25 292.5 12.6
131.225 299.85 67.41
131.092 363.477 27.2031
132.727 151.747 10.5636
132.908 345.622 25.0235
131.0 438.438 32.8125
133.519 344.167 64.1577
132.061 439.265 53.5714
133.294 473.574 35.8235
135.716 388.733 65.1477
135.636 476.879 54.5215
137.608 368.892 64.8529
138.976 290.744 27.2488
140.132 335.013 17.9623
139.568 355.659 63.0716
141.908 312.563 63.6353
141.836 198.302 12.9983
140.519 226.99 10.8231
144.451 315.712 19.4204
141.883 372.5 24.4851
141.2 308.6 16.8
146.801 282.956 73.5618
146.145 274.345 63.9164
143.25 300.75 14.0
145.428 346.486 25.4435
145.655 358.118 26.8941
145.743 372.347 60.96
143.7 382.7 22.26
144.0 289.0 8.4
150.723 245.949 70.6642
147.118 289.0 9.63529
152.248 360.613 60.0676
149.151 378.113 27.5258
151.238 380.752 59.44
151.908 339.053 24.8132
149.444 402.778 15.8667
154.317 419.817 43.7155
155.11 289.987 47.5364
155.613 312.252 67.7419
153.67 356.088 27.4615
153.889 369.727 53.8462
155.582 435.659 44.1231
156.056 318.844 50.4933
155.861 320.792 23.975
156.121 349.669 56.7401
156.523 376.667 36.9297
154.808 399.577 62.6769
156.87 299.217 16.0696
157.104 355.896 39.8125
158.474 366.173 34.0737
160.191 277.722 70.0122
159.429 290.429 66.9
158.82 315.64 36.372
157.0 302.0 67.2
157.0 306.0 25.2
163.709 338.0 42.1436
164.413 279.266 10.5963
163.778 436.833 43.75
165.756 277.403 30.8471
167.197 281.115 67.441
165.4 303.104 53.9467
164.672 394.603 28.3138
169.766 283.094 18.7687
169.986 301.81 37.9183
169.295 255.273 10.7864
172.405 314.401 43.7017
173.566 289.643 58.7308
173.373 269.805 62.8576
177.967 136.628 61.9849
178.329 294.164 47.5808
178.5 279.0 29.4
182.979 290.149 36.6383
182.2 259.229 34.92
190.923 209.692 51.8538
